date,artist,song,pos,pos_prev,pos_peak,weeks
1999-10-09,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On You,88,85,29,20
1999-11-13,EVE & Nokio,What Ya Want,99,91,29,20
1999-05-15,Elton John & LeAnn Rimes,Written In The Stars,91,90,29,10
1999-05-29,Divine,One More Try,100,80,29,9
1999-12-25,Guy,Dancin',29,46,29,2
1999-08-14,Steve Wariner,Two Teardrops,98,93,30,20
1999-12-25,Brad Paisley,He Didn't Have To Be,31,30,30,10
1999-12-25,Mint Condition,If You Love Me,40,42,30,8
1999-12-25,Celine Dion,That's The Way It Is,30,34,30,7
1999-12-25,IMx,Stay The Night,36,40,31,12
1999-12-25,Clint Black,When I Said I Do,41,31,31,11
1999-12-25,Sixpence None The Richer,There She Goes,76,80,32,16
1999-03-13,Boyz II Men,I Will Get There,95,64,32,9
1999-10-23,Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),68,66,33,20
1999-12-25,Destiny's Child,Bug A Boo,72,71,33,14
1999-12-25,Ol' Dirty Bastard Featuring Kelis,Got Your Money,33,37,33,10
1999-06-05,Dixie Chicks,You Were Mine,92,88,34,20
1999-07-17,Mark Wills,Wish You Were Here,81,82,34,20
1999-11-20,Kenny Chesney,You Had Me From Hello,93,87,34,20
1999-08-14,Ja Rule,Holla Holla,63,53,35,20
1999-10-16,Lauryn Hill,Everything Is Everything,98,94,35,18
1999-12-25,Counting Crows,Hanginaround,35,35,35,8
1999-07-24,Fatboy Slim,Praise You,87,83,36,20
1999-09-25,Chely Wright,Single White Female,54,45,36,20
1999-12-25,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,62,58,36,15
1999-05-01,Eminem,My Name Is,100,93,36,10
1999-07-24,Collin Raye,Anyone Else,89,88,37,20
1999-09-11,Martina McBride,Whatever You Say,93,91,37,20
1999-11-06,Edwin McCain,I Could Not Ask For More,87,85,37,20
1999-07-10,Lee Ann Womack,I'll Think Of A Reason Later,96,90,38,20
1999-09-25,Joe Diffie,A Night To Remember,89,81,38,20
1999-04-10,George Strait,Meanwhile,63,41,38,12
1999-12-25,Filter,Take A Picture,38,52,38,5
1999-11-20,Dixie Chicks,Ready To Run,97,85,39,18
1999-06-12,Chad Brock,Ordinary Life,100,96,39,17
1999-07-31,Dave Hollister,My Favorite Girl,98,100,39,17
1999-10-30,Alan Jackson,Little Man,94,79,39,17
1999-05-15,The Roots Featuring Erykah Badu,You Got Me,100,85,39,14
1999-12-25,Ricky Martin,Shake Your Bon-Bon,39,39,39,6
1999-08-07,Lila McCann,With You,92,87,41,19
1999-12-11,Mandy Moore,Candy,100,78,41,14
1999-07-10,Total,Sitting Home,97,88,42,14
1999-12-11,Steve Wariner,I'm Already Taken,97,82,42,14
1999-12-25,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,42,50,42,4
1999-09-18,SHeDAISY,Little Good-Byes,84,73,43,20
1999-06-05,Alan Jackson,Gone Crazy,93,76,43,13
1999-05-29,Sawyer Brown,Drive Me Wild,94,70,44,14
1999-10-23,Mary J. Blige,All That I Can Say,95,79,44,14
1999-12-25,M2M,Don't Say You Love Me,44,54,44,6
1999-12-18,George Strait,What Do You Say To That,95,83,45,16
1999-12-25,John Michael Montgomery,Home To You,68,53,45,13
1999-05-08,Baz Luhrmann,Everybody's Free (To Wear Sunscreen),79,49,45,7
1999-12-04,Montgomery Gentry,Lonely And Gone,98,74,46,19
1999-10-23,Faith Hill,The Secret Of Life,97,92,46,18
1999-05-15,Billy Ray Cyrus,Busy Man,93,91,46,17
1999-08-28,Dixie Chicks,Tonight The Heartache's On Me,100,94,46,16
1999-12-25,Reba,What Do You Say,46,51,46,9
1999-06-19,Ty Herndon,Hands Of A Working Man,98,91,47,14
1999-05-22,BLACKstreet With Janet,Girlfriend/Boyfriend,100,82,47,11
1999-12-25,Christina Aguilera,The Christmas Song (Chestnuts Roasting On An Open Fire),47,97,47,2
1999-12-25,Sisqo Featuring Make It Hot,Got To Get It,48,48,48,6
1999-12-04,Lenny Kravitz,American Woman,50,49,49,21
1999-06-26,Ginuwine,What's So Different,93,77,49,19
1999-07-03,Sheryl Crow,Anything But Down,93,89,49,13
1999-10-09,Shania Twain,You've Got A Way,100,95,49,13
1999-04-10,Trisha Yearwood,Powerful Thing,80,57,50,12
1999-12-25,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,50,68,50,3
1999-09-04,Lit,My Own Worst Enemy,70,68,51,20
1999-04-24,Brooks & Dunn,I Can't Get Over You,94,64,51,11
1999-11-27,Melissa Etheridge,Angels Would Fall,89,82,51,11
1999-12-25,Creed,Higher,61,60,52,16
1999-06-19,Garbage,Special,89,90,52,13
1999-11-20,JAY-Z,Girls' Best Friend,98,90,52,13
1999-12-25,Dixie Chicks,Cowboy Take Me Away,52,61,52,5
1999-07-31,Reba,One Honest Heart,82,66,54,10
1999-10-09,Joey McIntyre,I Love You Came Too Late,98,92,54,6
1999-12-25,Tim McGraw,My Best Friend,54,64,54,5
1999-12-25,Yankee Grey,All Things Considered,57,55,55,15
1999-06-19,Eric Benet Featuring Faith Evans,Georgy Porgy,99,93,55,14
1999-12-25,Alan Jackson,Pop A Top,55,57,55,7
1999-07-10,Orgy,Blue Monday,75,70,56,20
1999-09-11,Tyrese,Lately,90,83,56,13
1999-06-19,Trina & Tamara,What'd You Come Here For?,92,67,56,12
1999-12-25,Robbie Williams,Angels,56,62,56,6
1999-08-07,Cher,Strong Enough,95,84,57,12
1999-11-27,Blink-182,What's My Age Again?,90,81,58,20
1999-12-25,Shania Twain,Come On Over,81,70,58,10
2000-10-28,Vertical Horizon,Everything You Want,50,47,1,41
2000-12-30,matchbox twenty,Bent,37,33,1,36
2000-12-30,Creed,With Arms Wide Open,5,4,1,34
2000-10-21,Aaliyah,Try Again,43,36,1,32
2000-08-05,Santana Featuring The Product G&B,Maria Maria,47,48,1,26
2000-12-16,Sisqo,Incomplete,46,32,1,26
2000-10-21,'N Sync,It's Gonna Be Me,48,38,1,25
2000-11-25,Janet,Doesn't Really Matter,41,40,1,24
2000-12-23,Christina Aguilera,Come On Over Baby (All I Want Is You),44,43,1,21
2000-12-30,Madonna,Music,27,25,1,21
2000-08-12,Enrique Iglesias,Be With You,28,24,1,20
2000-12-30,Destiny's Child,Independent Women Part I,1,1,1,15
2000-11-25,Toni Braxton,He Wasn't Man Enough,48,41,2,37
2000-09-30,Marc Anthony,You Sang To Me,44,40,2,32
2000-12-30,Mya,Case Of The Ex (Whatcha Gonna Do),4,3,2,20
2000-12-30,98 Degrees,Give Me Just One Night (Una Noche),94,93,2,20
2000-12-30,Dream,He Loves U Not,2,5,2,14
2000-12-30,"Shaggy Feat. Ricardo ""RikRok"" Ducent",It Wasn't Me,3,2,2,9
2000-12-30,3 Doors Down,Kryptonite,9,9,3,39
2000-12-16,Destiny's Child,"Jumpin', Jumpin'",39,35,3,32
2000-08-05,Sisqo,Thong Song,46,43,3,28
2000-09-09,Christina Aguilera,I Turn To You,50,43,3,22
2000-10-28,Joe,I Wanna Know,45,32,4,44
2000-07-01,'N Sync,Bye Bye Bye,40,34,4,23
2000-12-30,P!nk,Most Girls,14,14,4,21
2000-09-09,Eminem,The Real Slim Shady,98,88,4,19
2000-12-30,Samantha Mumba,Gotta Tell You,13,7,4,17
2000-08-19,Macy Gray,I Try,46,40,5,27
2000-12-23,Ruff Endz,No More,38,33,5,26
2000-12-30,'N Sync,This I Promise You,12,10,5,14
2000-11-04,Nine Days,Absolutely (Story Of A Girl),48,41,6,27
2000-06-10,Backstreet Boys,Show Me The Meaning Of Being Lonely,47,45,6,24
2000-12-30,Erykah Badu,Bag Lady,66,56,6,20
2000-12-30,OutKast,Ms. Jackson,6,6,6,8
2000-12-30,Faith Hill,The Way You Love Me,7,8,7,35
2000-12-16,Nelly,(Hot S**t) Country Grammar,49,36,7,34
2000-10-07,P!nk,There You Go,44,46,7,32
2000-10-14,Next,Wifey,35,25,7,21
2000-07-01,Sonique,It Feels So Good,49,38,8,24
2000-12-30,matchbox twenty,If You're Gone,8,11,8,11
2000-09-02,Britney Spears,Oops!...I Did It Again,96,90,9,20
2000-12-30,Backstreet Boys,Shape Of My Heart,19,17,9,12
2000-12-30,Debelah Morgan,Dance With Me,10,12,10,23
2000-11-11,LeAnn Rimes,I Need You,41,30,11,25
2000-10-14,Jagged Edge,Let's Get Married,47,36,11,24
2000-11-25,Everclear,Wonderful,45,39,11,21
2000-12-30,Ja Rule Featuring Christina Milian,Between Me And You,21,18,11,16
2000-12-30,JAY-Z,I Just Wanna Love U (Give It 2 Me),11,13,11,10
2000-12-30,Ricky Martin,She Bangs,43,29,12,13
2000-11-25,BBMak,Back Here,49,45,13,31
2000-12-23,Mystikal,Shake Ya Ass,58,42,13,20
2000-06-17,Third Eye Blind,Never Let You Go,46,45,14,22
2000-07-08,Red Hot Chili Peppers,Otherside,45,29,14,22
2000-06-10,Britney Spears,From The Bottom Of My Broken Heart,90,86,14,20
2000-12-30,Profyle,Liar,75,69,14,16
2000-12-30,Barenaked Ladies,Pinch Me,22,20,15,17
2000-12-30,R. Kelly,I Wish,15,15,15,14
2000-12-30,Nelly,E.I.,18,16,16,13
2000-12-30,Lenny Kravitz,Again,16,19,16,7
2000-11-04,Sting Featuring Cheb Mami,Desert Rose,49,42,17,26
2000-08-12,504 Boyz,Wobble Wobble,96,92,17,18
2000-12-30,O-Town,Liquid Dreams,17,21,17,2
2000-09-02,Jay-Z Featuring UGK,Big Pimpin',50,41,18,20
2000-07-01,Kid Rock,Only God Knows Why,78,69,19,20
2000-06-24,Dixie Chicks,Goodbye Earl,98,96,19,15
2000-08-05,Carl Thomas,I Wish,67,52,20,20
2000-08-12,Westlife,Swear It Again,56,45,20,20
2000-12-23,Lil Bow Wow Featuring Xscape,Bounce With Me,99,90,20,19
2000-06-03,Hanson,This Time Around,95,71,20,7
2000-12-30,Jennifer Lopez,Love Don't Cost A Thing,20,22,20,4
2000-10-14,Jessica Simpson,I Think I'm In Love With You,96,89,21,16
2000-12-30,Ludacris Featuring Shawnna,What's Your Fantasy,24,24,21,14
2000-10-21,Lil' Zane Featuring 112,Callin' Me,95,84,21,13
2000-12-16,SoulDecision Featuring Thrust,Faded,50,45,22,24
2000-08-19,Chad Brock,Yes!,59,53,22,20
2000-09-09,Avant,Separated,51,40,23,20
2000-10-07,Dr. Dre Featuring Snoop Dogg,The Next Episode,58,52,23,20
2000-12-30,Vertical Horizon,You're A God,46,41,23,19
2000-10-21,Britney Spears,Lucky,100,86,23,11
2000-12-30,Evan And Jaron,Crazy For This Girl,23,23,23,9
2000-12-30,Kandi,Don't Think I'm Not,40,30,24,22
2000-06-10,Sammie,I Like It,89,91,24,20
2000-08-19,Savage Garden,Crash And Burn,87,73,24,20
2000-09-02,Goo Goo Dolls,Broadway,87,85,24,20
2000-10-07,Mandy Moore,I Wanna Be With You,99,94,24,17
2000-06-03,Dr. Dre Featuring Eminem,Forgot About Dre,82,80,25,20
2000-11-04,Jo Dee Messina,That's The Way,59,51,25,20
2000-05-13,D'Angelo,Untitled (How Does It Feel),94,79,25,17
2000-12-30,U2,Beautiful Day,25,28,25,13
2000-09-30,Son By Four,Purest Of Pain (A Puro Dolor),35,39,26,26
2000-10-14,Da Brat Featuring Tyrese,What'Chu Like,68,68,26,20
2000-12-30,Avant Featuring KeKe Wyatt,My First Love,26,26,26,9
2000-07-15,DMX,Party Up (Up In Here),43,46,27,21
2000-08-19,Alice Deejay,Better Off Alone,86,79,27,20
2000-12-30,Travis Tritt,Best Of Intentions,45,37,27,20
2000-05-20,Hoku,Another Dumb Blonde,100,80,27,14
2000-04-29,Whitney Houston,I Learned From The Best,82,73,27,11
2000-12-30,Tim McGraw,My Next Thirty Years,28,27,27,11
2000-08-05,Mary Mary,Shackles (Praise You),94,84,28,20
2000-08-05,Mariah Carey Featuring Snoop Dogg,Crybaby,95,90,28,7
2000-05-27,Sugar Ray,Falls Apart,100,98,29,20
2000-09-02,Donell Jones,Where I Wanna Be,62,55,29,20
2000-12-30,Brad Paisley,We Danced,42,36,29,12
2000-04-15,Madonna,American Pie,88,58,29,9
2000-12-30,Britney Spears,Stronger,29,53,29,5
2000-10-21,Lonestar,What About Now,69,61,30,20
2000-09-02,Backstreet Boys,The One,100,93,30,15
2000-12-30,Madonna,Don't Tell Me,30,35,30,4
2000-06-10,Toby Keith,How Do You Like Me Now?!,54,52,31,20
2000-06-10,George Strait,The Best Day,62,53,31,20
2000-12-30,Dixie Chicks,Without You,33,31,31,13
2000-12-30,Musiq,Just Friends (Sunny),31,32,31,12
2000-09-23,Lee Ann Womack,I Hope You Dance,72,64,32,20
2000-12-09,Toni Braxton,Just Be A Man About It,90,89,32,20
2000-09-30,Lara Fabian,I Will Love Again,96,89,32,17
2000-12-30,Mystikal Featuring Nivea,Danger (Been So Long),32,55,32,3
2000-12-23,Bon Jovi,It's My Life,87,85,33,20
2000-04-22,Eve Featuring Faith Evans,Love Is Blind,99,87,34,16
2000-12-30,Sara Evans,Born To Fly,34,39,34,11
2000-12-30,Kenny Chesney,I Lost It,36,34,34,11
2000-06-10,Aaliyah,I Don't Wanna,86,83,35,20
2000-12-30,John Michael Montgomery,The Little Girl,62,63,35,17
2000-12-02,Aaron Carter,Aaron's Party (Come Get It),100,92,35,15
2000-12-30,Phil Vassar,Just Another Day In Paradise,51,46,35,14
2000-12-30,Fuel,Hemorrhage (In My Hands),35,40,35,10
2000-06-24,Mark Wills,Back At One,99,98,36,20
2000-09-23,Lucy Pearl,Dance Tonight,92,86,36,19
2000-07-22,Andy Griggs,She's More,85,77,37,20
2000-11-04,Alan Jackson,It Must Be Love,89,84,37,20
2000-09-16,Rascal Flatts,Prayin' For Daylight,77,72,38,20
2000-10-21,Billy Gilman,One Voice,97,95,38,19
2000-09-23,No Doubt,Simple Kind Of Life,98,100,38,13
2000-12-30,Wyclef Jean Featuring Mary J. Blige,911,53,49,38,13
2000-07-01,Vitamin C,Graduation (Friends Forever),87,57,38,12
2000-12-30,K-Ci & JoJo,Crazy,38,42,38,4
2000-12-30,Mikaila,So In Love With Two,39,47,39,6
2000-06-10,Tracy Lawrence,Lessons Learned,100,99,40,20
2000-07-22,Kenny Rogers With Alison Krauss & Billy Dean,Buy Me A Rose,91,88,40,20
2000-08-26,Clay Walker,The Chain Of Love,95,94,40,20
2000-12-02,Baha Men,Who Let The Dogs Out,84,78,40,20
2000-12-30,George Strait,Go On,95,88,40,19
2000-12-30,Lil Bow Wow,Bow Wow (That's My Name),41,43,41,6
2000-06-17,Martina McBride,Love's The Only House,90,92,42,20
2000-12-30,Aaron Tippin,Kiss This,97,92,42,19
2000-07-29,Collin Raye,Couldn't Last A Moment,89,73,43,20
2000-11-25,SHeDAISY,I Will...But,87,85,43,20
2000-06-24,Black Rob,Whoa!,97,93,43,17
2000-07-01,Clint Black With Steve Wariner,Been There,100,95,44,20
2000-12-09,Common,The Light,99,93,44,19
2000-12-30,98 Degrees,My Everything,44,50,44,4
2000-07-22,Phil Vassar,Carlene,100,0,45,20
2000-12-30,Alan Jackson,www.memory,49,45,45,9
2000-12-30,Vitamin C,The Itch,57,52,45,5
2000-10-07,Ideal Featuring Lil' Mo,Whatever,90,92,47,18
2000-04-08,Snoop Dogg Presents Tha Eastsidaz,G'd Up,94,90,47,14
2000-12-30,Carl Thomas,Emotional,47,54,47,6
2000-12-30,3LW,No More (Baby I'ma Do Right),48,48,48,9
2000-08-05,Clay Davidson,Unconditional,83,63,49,20
2000-11-11,DMX Featuring Sisqo,What You Want,100,99,49,20
2000-07-29,Elton John,Someday Out Of The Blue,99,94,49,15
2000-06-17,Pearl Jam,Nothing As It Seems,91,93,49,6
2000-01-15,98 Degrees,This Gift,79,49,49,3
2000-09-09,Eric Heatherly,Flowers On The Wall,89,83,50,20
2000-08-05,Mya Featuring Jadakiss,Best Of Me,97,94,50,17
2000-12-30,Lonestar,Tell Her,50,51,50,7
2000-09-23,Reba McEntire,I'll Be,100,94,51,20
2000-06-24,Jennifer Lopez Featuring Big Pun & Fat Joe,Feelin' So Good,96,82,51,17
2000-10-28,Keith Urban,Your Everything,100,96,51,16
2000-12-30,Eminem Featuring Dido,Stan,55,57,51,9
2000-03-25,TLC,Dear Lie,92,74,51,7
2000-10-28,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,97,0,52,19
2000-12-30,Vince Gill,Feels Like Love,99,91,52,18
2000-06-03,Bloodhound Gang,The Bad Touch,98,96,52,12
2000-12-30,Public Announcement,Mamacita,52,59,52,2
2000-04-22,Jo Dee Messina,Because You Love Me,93,72,53,13
2000-11-11,Toby Keith,Country Comes To Town,93,95,54,15
2000-11-11,Faith Hill With Tim McGraw,Let's Make Love,91,88,54,14
2000-12-30,Beenie Man Featuring Mya,Girls Dem Sugar,84,75,54,11
2000-12-30,Dave Hollister,One Woman Man,54,64,54,4
2000-10-14,Brooks & Dunn,You'll Always Be Loved By Me,98,100,55,19
2000-12-30,3 Doors Down,Loser,61,61,55,11
2000-04-15,JAY-Z,Anything,92,86,55,8
2000-06-24,Da Brat,That's What I'm Looking For,100,94,56,18
2000-07-22,Kenny Chesney,What I Need To Do,95,93,56,17
2000-12-30,Lee Ann Womack,Ashes By Now,56,62,56,4
2000-12-09,Papa Roach,Last Resort,72,57,57,20
2000-12-30,Yolanda Adams,Open My Heart,79,71,57,19
2000-12-16,Shyne Featuring Barrington Levy,Bad Boyz,100,96,57,15
2000-11-18,Joe Diffie,It's Always Somethin',100,99,57,14
2000-04-01,SHeDAISY,This Woman Needs,82,68,57,9
2000-11-04,Don Henley,Taking You Home,87,87,58,20
2000-08-12,Tim McGraw,Some Things Never Change,93,70,58,14
2000-10-28,Eminem,The Way I Am,86,89,58,10
2000-12-30,Jo Dee Messina,Burn,58,60,58,5
2000-11-25,Sister Hazel,Change Your Mind,98,96,59,20
2000-07-08,NAS Featuring Ginuwine,You Owe Me,96,95,59,16
2000-03-11,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,Best Friend,99,79,59,5
2000-12-30,Moby Featuring Gwen Stefani,South Side,59,78,59,5
2000-12-02,Martina McBride,There You Are,92,82,60,13
2000-09-16,Lil' Kim,No Matter What They Say,97,90,60,10
2001-12-29,Alicia Keys,Fallin',24,18,1,29
2001-06-30,Joe Featuring Mystikal,Stutter,44,27,1,26
2001-12-29,Jennifer Lopez Featuring Ja Rule,I'm Real,18,14,1,26
2001-11-24,Usher,U Remind Me,44,35,1,24
2001-06-09,Crazy Town,Butterfly,50,37,1,23
2001-12-29,Mary J. Blige,Family Affair,3,3,1,23
2001-08-11,Janet,All For You,49,43,1,22
2001-08-25,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade,58,51,1,20
2001-10-13,Destiny's Child,Bootylicious,98,90,1,19
2001-12-29,Nickelback,How You Remind Me,1,1,1,17
2001-12-29,Usher,U Got It Bad,2,2,1,15
2001-12-29,Lifehouse,Hanging By A Moment,40,33,2,47
2001-12-22,Blu Cantrell,Hit 'Em Up Style (Oops!),46,41,2,34
2001-12-08,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind,44,44,2,33
2001-07-28,Destiny's Child,Survivor,86,80,2,20
2001-09-22,Mariah Carey Featuring Cameo,Loverboy,95,89,2,14
2001-10-06,Dido,Thank You,50,47,3,39
2001-09-08,Nelly Featuring City Spud,Ride Wit Me,39,40,3,29
2001-12-15,Jagged Edge With Nelly,Where The Party At,46,37,3,29
2001-10-20,O-Town,All Or Nothing,48,46,3,20
2001-11-03,Janet,Someone To Call My Lover,52,42,3,20
2001-08-18,Lil' Romeo,My Baby,99,85,3,14
2001-12-29,Enrique Iglesias,Hero,5,4,3,14
2001-10-27,112,Peaches & Cream,48,37,4,29
2001-12-29,Ginuwine,Differences,8,6,4,23
2001-07-07,Case,Missing You,47,41,4,22
2001-12-29,P!nk,Get The Party Started,4,5,4,10
2001-12-29,Train,Drops Of Jupiter (Tell Me),42,39,5,42
2001-12-29,Staind,It's Been Awhile,31,27,5,38
2001-10-20,Uncle Kracker,Follow Me,50,48,5,33
2001-12-29,Nelly Furtado,Turn Off The Light,12,10,5,20
2001-08-18,R. Kelly Featuring Jay-Z,Fiesta,50,43,6,21
2001-12-29,Ja Rule Featuring Case,Livin' It Up,10,8,6,18
2001-12-29,Shakira,"Whenever, Wherever",6,7,6,10
2001-09-01,"Missy ""Misdemeanor"" Elliott",Get Ur Freak On,47,35,7,24
2001-06-09,Aerosmith,Jaded,53,42,7,20
2001-12-29,Ja Rule Featuring Ashanti,Always On Time,7,9,7,7
2001-09-29,City High,What Would You Do?,43,35,8,28
2001-12-08,JAY-Z,Izzo (H.O.V.A.),65,51,8,20
2001-06-30,Eden's Crush,Get Over Yourself,98,93,8,14
2001-11-10,Incubus,Drive,48,50,9,39
2001-08-11,Nelly Furtado,I'm Like A Bird,48,42,9,24
2001-12-29,Creed,My Sacrifice,9,11,9,10
2001-12-29,Enya,Only Time,19,16,10,25
2001-06-02,Tamia,Stranger In My House,43,40,10,21
2001-07-14,S Club 7,Never Had A Dream Come True,62,64,10,20
2001-10-06,Faith Hill,There You'll Be,85,75,10,20
2001-12-29,Michael Jackson,You Rock My World,90,87,10,17
2001-12-29,Destiny's Child,Emotion,29,21,10,14
2001-08-25,Lil' Mo Featuring Fabolous,Superwoman Pt. II,50,42,11,22
2001-12-29,'N Sync,Gone,13,12,11,15
2001-12-29,Alicia Keys,A Woman's Worth,11,13,11,10
2001-12-29,Michelle Branch,Everywhere,58,51,12,18
2001-10-27,Sugar Ray,When It's Over,41,35,13,22
2001-06-09,Ricky Martin Duet With Christina Aguilera,Nobody Wants To Be Lonely,86,83,13,20
2001-10-20,Afroman,Because I Got High,100,88,13,10
2001-12-29,Five For Fighting,Superman (It's Not Easy),14,15,14,18
2001-12-29,Aaliyah,Rock The Boat,16,17,14,17
2001-12-08,Craig David,Fill Me In,47,32,15,27
2001-12-01,"Missy ""Misdemeanor"" Elliott",One Minute Man,46,43,15,21
2001-09-29,Jessica Simpson,Irresistible,88,68,15,20
2001-12-29,Bubba Sparxxx,Ugly,88,81,15,18
2001-06-16,Olivia,Bizounce,80,77,15,14
2001-12-29,The Calling,Wherever You Will Go,15,19,15,8
2001-12-29,Toya,I Do!!,17,20,16,31
2001-12-29,Lee Greenwood,God Bless The USA,73,69,16,14
2001-12-01,Trick Daddy,I'm A Thug,88,85,17,20
2001-12-29,JAY-Z,"Girls, Girls, Girls",52,37,17,12
2001-07-21,Sunshine Anderson,Heard It All Before,69,58,18,20
2001-08-18,Jennifer Lopez,Play,89,86,18,20
2001-10-06,Blake Shelton,Austin,41,36,18,20
2001-11-17,The Isley Brothers Featuring Ronald Isley,Contagious,100,91,19,19
2001-09-08,'N Sync,Pop,99,90,19,15
2001-09-29,D12,Purple Hills,94,80,19,15
2001-12-29,City High Featuring Eve,Caramel,23,24,19,12
2001-12-29,Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,20,25,20,11
2001-12-29,Michael Jackson,Butterflies,21,26,21,7
2001-10-20,Dave Matthews Band,The Space Between,47,50,22,23
2001-10-13,Erick Sermon Featuring Marvin Gaye,Music,93,92,22,20
2001-10-20,Willa Ford,I Wanna Be Bad,93,83,22,20
2001-12-29,Maxwell,Lifetime,55,52,22,17
2001-12-29,Nelly,#1,25,22,22,11
2001-12-29,Fat Joe Featuring R. Kelly,We Thuggin',22,23,22,10
2001-06-02,Ludacris,Southern Hospitality,81,74,23,20
2001-12-29,Alien Ant Farm,Smooth Criminal,79,56,23,19
2001-07-07,Madonna,What It Feels Like For A Girl,97,83,23,10
2001-07-07,Musiq Soulchild,Love,50,51,24,21
2001-12-15,3 Doors Down,Be Like That,49,40,24,21
2001-09-15,Lonestar,I'm Already There,48,41,24,20
2001-11-03,Ludacris Featuring Nate Dogg,Area Codes,92,89,24,17
2001-12-29,Petey Pablo,Raise Up,50,45,25,21
2001-07-21,Brooks & Dunn,Ain't Nothing 'Bout You,57,48,25,20
2001-08-11,Tim McGraw,Grown Men Don't Cry,77,79,25,20
2001-12-01,Fabolous Featuring Nate Dogg,Can't Deny It,59,51,25,20
2001-12-01,Smash Mouth,I'm A Believer,92,93,25,20
2001-07-14,QB Finest Featuring Nas & Bravehearts,Oochie Wally,93,91,26,20
2001-07-21,Kenny Chesney,Don't Happen Twice,63,54,26,20
2001-10-13,Cyndi Thomson,What I Really Meant To Say,41,33,26,20
2001-12-08,Luther Vandross,Take You Out,95,0,26,17
2001-09-22,Jimmy Cozier,She's All I Got,97,88,26,15
2001-12-29,Linkin Park,In The End,26,32,26,9
2001-10-06,Backstreet Boys,More Than That,96,93,27,20
2001-10-27,Toby Keith,I'm Just Talkin' About Tonight,80,67,27,20
2001-12-29,Christina Milian,AM To PM,82,83,27,19
2001-12-29,Britney Spears,I'm A Slave 4 U,64,50,27,11
2001-12-08,All Star Tribute,What's Going On,94,95,27,10
2001-12-29,No Doubt Featuring Bounty Killer,Hey Baby,27,36,27,4
2001-06-09,Jessica Andrews,Who I Am,73,70,28,20
2001-06-09,ATC,Around The World (La La La La La),97,95,28,18
2001-12-29,Toby Keith,I Wanna Talk About Me,33,28,28,12
2001-12-29,Backstreet Boys,Drowning,80,61,28,11
2001-12-29,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",Son Of A Gun,28,29,28,6
2001-06-02,Diamond Rio,One More Day,56,53,29,20
2001-07-14,OutKast,"So Fresh, So Clean",81,77,30,20
2001-10-20,Eve 6,Here's To The Night,79,67,30,20
2001-09-15,Ray J Featuring Lil' Kim,Wait A Minute,95,87,30,17
2001-12-29,Alan Jackson,Where Were You (When The World Stopped Turning),30,30,30,6
2001-08-18,Babyface,There She Goes,98,87,31,15
2001-10-20,The Wiseguys,Start The Commotion,91,70,31,12
2001-12-29,Lenny Kravitz,Dig In,32,31,31,12
2001-07-14,Travis Tritt,It's A Great Day To Be Alive,61,63,33,20
2001-12-01,Brooks & Dunn,Only In America,53,50,33,20
